name;quantity;description;price;image-url
32391G;37;Bracelet Libertá STE GP;39;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32391G.jpg
32391RG;14;Bracelet Libertá STE RG;39;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32391RG.jpg
32391;29;Bracelet Libertá STE;36;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32391.jpg
12375G;30;Necklace Libertá STE GP;59;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/12375G.jpg
23100RG;18;Ohrringe Libertá STE RG;39;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23100RG.jpg
23100G;40;Ohrringe Libertá STE GP;39;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23100G.jpg
23100;41;Ohrringe Libertá STE;39;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23100.jpg
12376;48;Necklace Candor STE CZ;96;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/12376.jpg
12376G;51;Necklace Candor STE GP CZ;96;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/12376G.jpg
32392;43;Bracelet Candor STE CZ;32;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32392.jpg
32392G;47;Bracelet Candor STE GP CZ;32;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32392G.jpg
23101;47;Ohrringe Candor STE CZ;46;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23101.jpg
23101RG;12;Ohrringe Candor STE RG CZ;46;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23101RG.jpg
23101G;49;Ohrringe Candor STE GP CZ;46;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23101G.jpg
12377;47;Necklace Delight STE CZ;99;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/12377.jpg
23102G;44;Ohrringe Delight STE GP CZ;41;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23102G.jpg
32393;39;Bracelet Delight STE CZ;46;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32393.jpg
23102;38;Ohrringe Delight STE CZ;41;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23102.jpg
32393G;42;Bracelet Delight STE GP CZ;49;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/32393G.jpg
23102RG;16;Ohrringe Delight STE RG CZ;41;https://storage.googleapis.com/flutterapp-fd5c3.appspot.com/NewImages/23102RG.jpg
